GEO.id,GEO.id2,GEO.display-label,VD01
1400000US42101032200,42101032200,"Census Tract 322, Philadelphia County, Pennsylvania",197
1400000US42101032300,42101032300,"Census Tract 323, Philadelphia County, Pennsylvania",3596
1400000US42101032400,42101032400,"Census Tract 324, Philadelphia County, Pennsylvania",18
1400000US42101032500,42101032500,"Census Tract 325, Philadelphia County, Pennsylvania",5285
1400000US42101032600,42101032600,"Census Tract 326, Philadelphia County, Pennsylvania",6561
1400000US42101032700,42101032700,"Census Tract 327, Philadelphia County, Pennsylvania",494
1400000US42101032800,42101032800,"Census Tract 328, Philadelphia County, Pennsylvania",6206
1400000US42101032900,42101032900,"Census Tract 329, Philadelphia County, Pennsylvania",4073
1400000US42101033000,42101033000,"Census Tract 330, Philadelphia County, Pennsylvania",7169
1400000US42101033100,42101033100,"Census Tract 331, Philadelphia County, Pennsylvania",8896
1400000US42101033200,42101033200,"Census Tract 332, Philadelphia County, Pennsylvania",2542
1400000US42101033300,42101033300,"Census Tract 333, Philadelphia County, Pennsylvania",4272
1400000US42101033400,42101033400,"Census Tract 334, Philadelphia County, Pennsylvania",4795
1400000US42101033500,42101033500,"Census Tract 335, Philadelphia County, Pennsylvania",3453
1400000US42101033600,42101033600,"Census Tract 336, Philadelphia County, Pennsylvania",6364
1400000US42101033700,42101033700,"Census Tract 337, Philadelphia County, Pennsylvania",9328
1400000US42101033800,42101033800,"Census Tract 338, Philadelphia County, Pennsylvania",5981
1400000US42101033900,42101033900,"Census Tract 339, Philadelphia County, Pennsylvania",2749
1400000US42101034000,42101034000,"Census Tract 340, Philadelphia County, Pennsylvania",2495
1400000US42101034100,42101034100,"Census Tract 341, Philadelphia County, Pennsylvania",5627
1400000US42101034200,42101034200,"Census Tract 342, Philadelphia County, Pennsylvania",3180
1400000US42101034300,42101034300,"Census Tract 343, Philadelphia County, Pennsylvania",195
1400000US42101034400,42101034400,"Census Tract 344, Philadelphia County, Pennsylvania",7291
1400000US42101034500,42101034500,"Census Tract 345, Philadelphia County, Pennsylvania",8440
1400000US42101034600,42101034600,"Census Tract 346, Philadelphia County, Pennsylvania",1871
1400000US42101034701,42101034701,"Census Tract 347.01, Philadelphia County, Pennsylvania",6083
1400000US42101034702,42101034702,"Census Tract 347.02, Philadelphia County, Pennsylvania",4052
1400000US42101034801,42101034801,"Census Tract 348.01, Philadelphia County, Pennsylvania",4286
1400000US42101034802,42101034802,"Census Tract 348.02, Philadelphia County, Pennsylvania",5458
1400000US42101034803,42101034803,"Census Tract 348.03, Philadelphia County, Pennsylvania",4495
1400000US42101034900,42101034900,"Census Tract 349, Philadelphia County, Pennsylvania",6589
1400000US42101035100,42101035100,"Census Tract 351, Philadelphia County, Pennsylvania",4637
1400000US42101035200,42101035200,"Census Tract 352, Philadelphia County, Pennsylvania",4370
1400000US42101035301,42101035301,"Census Tract 353.01, Philadelphia County, Pennsylvania",5495
1400000US42101035302,42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania",4479
1400000US42101035400,42101035400,"Census Tract 354, Philadelphia County, Pennsylvania",8
1400000US42101035500,42101035500,"Census Tract 355, Philadelphia County, Pennsylvania",6793
1400000US42101035600,42101035600,"Census Tract 356, Philadelphia County, Pennsylvania",8789
1400000US42101035700,42101035700,"Census Tract 357, Philadelphia County, Pennsylvania",9027
1400000US42101035800,42101035800,"Census Tract 358, Philadelphia County, Pennsylvania",5951
1400000US42101035900,42101035900,"Census Tract 359, Philadelphia County, Pennsylvania",5453
1400000US42101036000,42101036000,"Census Tract 360, Philadelphia County, Pennsylvania",2947
1400000US42101036100,42101036100,"Census Tract 361, Philadelphia County, Pennsylvania",3976
1400000US42101036201,42101036201,"Census Tract 362.01, Philadelphia County, Pennsylvania",5063
1400000US42101036202,42101036202,"Census Tract 362.02, Philadelphia County, Pennsylvania",6334
1400000US42101036203,42101036203,"Census Tract 362.03, Philadelphia County, Pennsylvania",5279
1400000US42101036301,42101036301,"Census Tract 363.01, Philadelphia County, Pennsylvania",3866
1400000US42101036302,42101036302,"Census Tract 363.02, Philadelphia County, Pennsylvania",3789
1400000US42101036303,42101036303,"Census Tract 363.03, Philadelphia County, Pennsylvania",7123
1400000US42101036400,42101036400,"Census Tract 364, Philadelphia County, Pennsylvania",304
1400000US42101036500,42101036500,"Census Tract 365, Philadelphia County, Pennsylvania",9474
1400000US42101036600,42101036600,"Census Tract 366, Philadelphia County, Pennsylvania",644
